Compound Name	Chemical Formula	SMILES	Names	Object ID	InChI-Key
<i>scyllo</i>-inositol	C6H12O6	O[R]	scyllo-inositol // quercinitol // scyllitol // cyclohexane-1,2,3,4,5,6-hexol // (1r,2r,3r,4r,5r,6r)-cyclohexane-1,2,3,4,5,6-hexol // 1,3,5/2,4,6-cyclohexanehexol	CPD-8050	InChIKey=CDAISMWEOUEBRE-CDRYSYESSA-N
<i>scyllo</i>-inosose	C6H10O6	O[R]	an inositol // 1,2,3,4,5,6-cyclohexanehexol	CPD-14808	InChIKey=VYEGBDHSGHXOGT-HYFGLKJPSA-N
scyptolin A	C45H69N8O14Cl1	CCCC(N[C@@H](C)C(N[C@@H]([C@@H](C)O)C(N[C@H]3([C@H](C)OC(C(C(C)C)NC([C@H](CC1(\C=C/C(/O)=C(\C=1)/Cl))N(C)C([C@@H]([C@H](C)O)N2(C([C@@H](CCC2O)NC([C@H](CC(C)C)NC3=O)=O)=O))=O)=O)=O))=O)=O)=O	scyptolin A	CPD-10407	InChIKey=IZUSQHCHSMJXLV-KZVJGMRKSA-N
scytalone	C10H10O4	C1(/C2(\C[C@H](O)CC(=O)C(\C(\O)=C/C(/O)=1)=2))	scytalone	CPD-56	InChIKey=RTWVXIIKUFSDJB-ZETCQYMHSA-N
<i>Se</i>-methyl-L-selenocysteine	C4H9N1O2Se1	C([R])(=O)[O-]	Se-methyl-L-selenocysteine // methylselenocysteine // Se-methylselenocysteine // selenomethylselenocysteine	CPD-12024	InChIKey=XDSSPSLGNGIIHP-VKHMYHEASA-N
<i>Se</i>-methyl-Se-L-methionine	C6H14N1O2Se1	C([R])(=O)[O-]	Se-methyl-Se-L-methionine // selenium-methyl-selenium-L-methionine // Se-Me L-selenomethionine // Se-methylseleno-L-methionine // Se-methyl Se-L-Met // Se-methyl selenomethionine // Se-methylmethionine // Se-methyl-methionine	CPD-12025	InChIKey=QALHNGMTIIHGNI-YFKPBYRVSA-O
Se-Mo-molybdopterin cytosine dinucleotide	C19H22N8O15P2S2Se1Mo1	C(OP([O-])(=O)OP([O-])(=O)OC[C@H]2(O[C@H]1(NC4(/N=C(N)\NC(=O)C(/N[C@H]1C3(\S[Mo]([Se-])([O-])(=O)SC\2=3))=4))))[C@@H]6([C@H]([C@H]([C@H](N5(C(/N=C(\C=C/5)/N)=O))O6)O)O)	Se-Mo-molybdopterin cytosine dinucleotide // Mo(VI)-oxido Se-molybdopterin cytosine dinucleotide	CPD-17760	InChIKey=BGLGEYVIIGSKGE-MQPNXHJTSA-J
Se<sup>0</sup>	Se1	[Se]	Se0 // elemental selenium	Elemental-selenium	
sebacate	C10H16O4	C(CCCCC(=O)[O-])CCCC(=O)[O-]	sebacate // sebacic acid // 1,10-decanedioic acid // 1,8-Octanedicarboxylic acid // n-decanedioic acid // decanedioic acid // decanedicarboxylic acid	CPD-3623	InChIKey=CXMXRPHRNRROMY-UHFFFAOYSA-L
sec-butylamine	C4H12N1	[N+]([R4])([R3])([R1])[R2]	sec-butylamine // 2-aminobutane // 2-aminobutane base // 2-butanamine // 2-butylamine // butafume // deccotane // butanamine // frucote // methylpropylamine	CPD-3627	InChIKey=BHRZNVHARXXAHW-UHFFFAOYSA-O
<i>sec</i>-butylmercuric bromide		Br[R]	sec-butylmercuric bromide	CPD-8867	
<i>sec</i>-butylmercury	C4H9Hg1	CC(CC)[Hg+]	sec-butylmercury	CPD-13589	InChIKey=VOCKTHVREWBRMO-UHFFFAOYSA-N
secalciferol	C27H44O3	C=C1(CC[C@H](O)CC\1=C\C=C2(CCC[C@]3(C)([C@@H]([C@@H](CC[C@@H](O)C(O)(C)C)C)CC[C@@H]23)))	secalciferol // (24R)-24,25-dihydroxycalciol // 24R,25-dihydroxyvitamin D3 // (3R,5Z,7E,24R)-9,10-seco-5,7,10(19)-cholestatriene-3,24,25-triol	CPD-13032	InChIKey=FCKJYANJHNLEEP-QJQBGXGLSA-N
secoisolariciresinol	C20H26O6	COC2(\C(\O)=C/C=C(CC(C(CC1(\C=C/C(/O)=C(\C=1)/OC))CO)CO)\C=2)	secoisolariciresinol	CPD-20975	InChIKey=PUETUDUXMCLALY-UHFFFAOYSA-N
secologanate	C16H21O10	C=C[C@H]1([C@@H](O/C=C([C@@H](CC=O)1)/C(=O)[O-])O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))	secologanate // secologanic acid	SECOLOGANATE	InChIKey=PUEUIRDVQIKCCG-ZASXJUAOSA-M
secologanin	C17H24O10	C=C[C@H]1([C@@H](O/C=C([C@@H](CC=O)1)/C(=O)OC)O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))	secologanin // (-)-secologanin	SECOLOGANIN-CPD	InChIKey=CSKKDSFETGLMSB-NRZPKYKESA-N
sedoheptulose anhydride	C7H12O6	C1(O[C@@]2(CO)([C@@H](O)[C@H](O)[C@H](O)[C@@H]1O2))	sedoheptulose anhydride // 2,7-anhydro-beta-D-altro-hept-2-ulopyranose // sedoheptulosan // 2,7-anhydro-beta-D-altro-2-heptulopyranose	CPD-3614	InChIKey=GKUQBELMWYQKKJ-BNWJMWRWSA-N
selaginose	C18H32O16	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@H]([C@@H]([C@H](O[C@@H]2O[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))CO)O)O)))O	selaginose // O-alpha-D-glucopyranosyl-(1<-->2)-alpha-D-glucopyranosyl-alpha-D-glucopyranoside // 2-O-alpha-D-glucosyl trehalose	CPD-16572	InChIKey=ZZQBFMYCMRVZFG-CFCQXFMMSA-N
selenalysine	C5H16N2O2Se1	C(C[NH3+])[Se]CC([NH3+])C(O)O	selenalysine	SELENALYSINE	InChIKey=UCRQYSXNSUADEG-UHFFFAOYSA-P
selenate	O4Se1	O=[Se](=O)([O-])[O-]	selenate	SELENATE	InChIKey=QYHFIVBSNOWOCQ-UHFFFAOYSA-L
selenide	Se1	[Se-2]	selenide // selenide ion // Se-2	SE-2	InChIKey=HMUBNCUQSSTAIB-UHFFFAOYSA-N
selenite	O3Se1	[O-][Se](=O)[O-]	selenite	SELENITE	InChIKey=MCAHWIHFGHIESP-UHFFFAOYSA-L
selenium dioxide	O2Se1	O=[Se]=O	selenium dioxide	CPD-14959	InChIKey=JPJALAQPGMAKDF-UHFFFAOYSA-N
selenium methylselenocysteine selenoxide	C4H9N1O3Se1	C([R])(=O)[O-]	selenium methylselenocysteine selenoxide // Se-methylselenocysteine selenoxide	CPD-13774	InChIKey=WEFKWJANOGARQD-BUKSALPDSA-N
seleno-L-homocysteine	C4H9N1O2Se1	C(C[SeH])[C@H]([NH3+])C(=O)[O-]	seleno-L-homocysteine // 2-amino-4-selanyl-butanoate	SELENOHOMOCYSTEINE	InChIKey=RCWCGLALNCIQNM-VKHMYHEASA-N
selenocysteine	C3H7N1O2Se1	C([R])(=O)[O-]	selenocysteine // 3-selenyl-alanine // D,L-selenocysteine // selenium-cystine	CPD0-1561	
selenodiglutathione	C20H30N6O12S2Se1	C(S[Se]SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O	selenodiglutathione // GSSeSG	CPD-13908	InChIKey=GJEZZQVPWMCGSB-BJDJZHNGSA-L
selenolipoate	C8H13O2Se2	C(CCC(=O)[O-])C[C@@H]1(CC[Se][Se]1)	selenolipoate	SELENOLIPOATE	InChIKey=UHXDQFCGWCHHSL-SSDOTTSWSA-M
selenoneine	C9H15N3O2Se1	C([R])(=O)[O-]	selenoneine	CPD-17041	InChIKey=MTIQLELFQVCRSW-ZETCQYMHSA-N
selenophosphate	H1O3P1Se1	[O-]P([O-])(O)=[Se]	selenophosphate // SePO3	SEPO3	InChIKey=JRPHGDYSKGJTKZ-UHFFFAOYSA-L
selgin	C16H11O7	COC1(/C=C(/C=C(C(\O)=1)/O)/C2(/OC3(/C=C(/C=C(C(\C(=O)\C=2)=3)/O)/[O-])))	selgin // 3'-O-methyltricetin	CPD-12571	InChIKey=UGPOBASOHYMNAK-UHFFFAOYSA-M
seli-3,7(11)-diene	C15H24	CC(C)=C1(CCC2(CC\C=C(C)/C(C1)2)(C))	seli-3,7(11)-diene	CPD-8748	InChIKey=WNRBYZQFEBIUGD-UHFFFAOYSA-N
selina-4(15),7(11)-diene	C15H24	CC(C)=C1(CC[C@@]2(C)(CCCC([C@H](C1)2)=C))	selina-4(15),7(11)-diene	CPD-20249	InChIKey=RMZHSBMIZBMVMN-LSDHHAIUSA-N
semicarbazide	C1H5N3O1	C(N)(=O)NN	semicarbazide // Carbamoylhydrazine // Aminourea // Hydrazinecarboxamide	SEMICARBAZIDE	InChIKey=DUIOPKIIICUYRZ-UHFFFAOYSA-N
senecionine	C18H25N1O5	C\C=C2(C[C@H]([C@](O)(C)C(=O)OCC1(\C3(N(C/C=1)CC[C@@H](OC(=O)2)3)))C)	senecionine	CPD-8986	InChIKey=HKODIGSRFALUTA-XZFSXKEMSA-N
senecionine N-oxide	C18H26N1O6	C\C=C2(C[C@H]([C@](O)(C)C(=O)OCC1(\C3([N+](O)(C/C=1)CC[C@@H](OC(=O)2)3)))C)	senecionine N-oxide	CPD-8987	InChIKey=QIXCUXOLMTWWKN-XTCJGUPPSA-N
senecioyl-pyrrothine	C11H12N2O2S2	CC(C)=CC(=O)NC2(/C(=O)N(C)C1(\C(\SS/C=1)=2))	senecioyl-pyrrothine	CPD-17963	InChIKey=JFEBCAJATWCFMT-UHFFFAOYSA-N
sennidin A	C30H16O10	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21678	InChIKey=JPMRHWLJLNKRTJ-FGZHOGPDSA-L
sennidin B	C30H16O10	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21679	InChIKey=JPMRHWLJLNKRTJ-SZPZYZBQSA-L
sennidin C	C30H19O9	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21680	InChIKey=PXSKWUOTHDALDG-DHIUTWEWSA-M
sennidin D	C30H19O9	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21681	InChIKey=PXSKWUOTHDALDG-XZOQPEGZSA-M
sennoside A	C42H36O20	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21671	InChIKey=IPQVTOJGNYVQEO-KGFNBKMBSA-L
sennoside B	C42H36O20	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21672	InChIKey=IPQVTOJGNYVQEO-AIFLABODSA-L
sennoside C	C42H39O19	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21673	InChIKey=ZFWOUNNKSHIAFK-RDAFFBQNSA-M
sennoside D	C42H39O19	C([R1])C(C[R2])=O	an anthraquinone derivative	CPD-21674	InChIKey=ZFWOUNNKSHIAFK-MIIKWYNKSA-M
sepiapterin	C9H11N5O3	C[C@H](O)C(=O)C1(\CNC2(/N=C(N)\NC(=O)C(/N=1)=2))	sepiapterin // 6-lactoyl-7,8-dihydropterin	CPD-374	InChIKey=VPVOXUSPXFPWBN-VKHMYHEASA-N
sequoyitol	C7H14O6	O[R]	an inositol // 1,2,3,4,5,6-cyclohexanehexol	5-O-METHYL-MYO-INOSITOL	InChIKey=DSCFFEYYQKSRSV-GWJPIIGYSA-N
serinamide	C3H9N2O2	C([R])(=O)[O-]	serinamide	CPD0-1377	InChIKey=MGOGKPMIZGEGOZ-UHFFFAOYSA-O
serine	C3H7N1O3	C([R])(=O)[O-]	serine // (L) or (D)-serine	Serines	InChIKey=MTCFGRXMJLQNBG-UHFFFAOYSA-N
serine hydroxamate	C3H9N2O3	C([R])(=O)[O-]	serine hydroxamate	CPD0-1378	InChIKey=LELJBJGDDGUFRP-UHFFFAOYSA-O
serine methyl ester	C4H9N1O3	C([R])(=O)[O-]	serine methyl ester	CPD0-1379	InChIKey=ANSUDRATXSJBLY-UHFFFAOYSA-N
serinol	C3H10N1O2	C(O)C([NH3+])CO	serinol // 2-amino-1,3-propanediol	CPD-9382	InChIKey=KJJPLEZQSCZCKE-UHFFFAOYSA-O
serinol phosphate	C3H9N1O5P1	C(O)C([NH3+])COP(=O)([O-])[O-]	serinol phosphate	CPD-12266	InChIKey=WDWYJNPKBKWDBL-UHFFFAOYSA-M
serotonin	C10H13N2O1	C([NH3+])CC1(\C2(/C=C(\C=C/C(/N\C=1)=2)/O))	serotonin // 5-HT // hydroxytryptamine // 5-hydroxytryptamine // 3-(2-aminoethyl)-1H-indol-5-ol // enteramine // thrombocytin // thrombotonin	SEROTONIN	InChIKey=QZAYGJVTTNCVMB-UHFFFAOYSA-O
serotonin <i>O</i>-sulfate	C10H12N2O4S1	C([NH3+])CC1(\C2(/C=C(\C=C/C(/N\C=1)=2)/OS(=O)(=O)[O-]))	serotonin O-sulfate // 5-hydroxytryptamine O-sulfate // 3-(2-aminoethyl)-1H-indol-5-yl hydrogen sulfate // 1H-indol-5-ol, 3-(2-aminoethyl)-, hydrogen sulfate (ester)	CPD-11665	InChIKey=JFWYSGGSCOOBGK-UHFFFAOYSA-N
serpentine	C21H20N2O3	C(O[R2])(=O)[R1]	serpentine // methyl (19alpha)-19-methyl-3,4,5,6,16,17-hexadehydro-18-oxayohimban-4-ium-1-ide-16-carboxylate	CPD-19532	InChIKey=WYTGDNHDOZPMIW-VBNZEHGJSA-N
sesquisabinene	C15H24	CC(C)=CCCC(C)C12(CCC(C(C1)2)=C)	sesquisabinene	Sesquisabinene	InChIKey=DYUSFBWNOCHOFP-UHFFFAOYSA-N
sesquisabinene A	C15H24	CC(C)=CCCC(C)C12(CCC(C(C1)2)=C)	sesquisabinene	CPD-13873	InChIKey=DYUSFBWNOCHOFP-RBSFLKMASA-N
sesquisabinene B	C15H24	CC(C)=CCCC(C)C12(CCC(C(C1)2)=C)	sesquisabinene	CPD-13872	InChIKey=DYUSFBWNOCHOFP-RRFJBIMHSA-N
sesquithujene	C15H24	CC(C)=CCC[C@H]([C@@]12(C\C=C(C)/[C@H](C1)2))C	sesquithujene	CPD-13875	InChIKey=UCQHFDKBUHCAFR-ILXRZTDVSA-N
sesterfisherate	C25H39O3	CC(C)[C@@H]1([C@@H]2(C[C@@]4(O)([C@H](C[C@@](C([O-])=O)(CC1)2)[C@@H](C)CC[C@H]3([C@H](C)CCC/3=C(C)\4))))	sesterfisherate // sesterfisheric acid	CPD-20217	InChIKey=SLCDJJDPKICHGM-ZIFIXUEUSA-M
sesterfisherol	C25H42O1	CC(C)[C@@H]1([C@@H]2(C[C@@]4(O)([C@H](C[C@@](C)(CC1)2)[C@@H](C)CC[C@H]3([C@H](C)CCC/3=C(C)\4))))	sesterfisherol	CPD-20216	InChIKey=VQMHZILKNHUAMP-AISFCYSSSA-N
seychellene	C15H24	CC3(C1(C2(C(C(C(C1)CC2)=C)(CC3)C)C))	seychellene	CPD-14510	InChIKey=QQWUXXGYAQMTAT-UHFFFAOYSA-N
SF2575	C41H45N1O14	C\C=C(C)/C(=O)O[C@@H]1([C@@H](C)OC(C[C@H]1O)C5(/C=C\C6([C@@](C)(C4(C(\C(C3(C(=O)C(C([C@H](CC(C2(\C(\O)=C/C=C\C=2))=O)C3C4)=O)=C(N)O)OC)=O)=C(C(C(\O)=5)=6)\O))OC)))	SF2575	CPD-19287	InChIKey=ATZURDHTTPSALK-LUPAPQLLSA-N
shikimate	C7H9O5	C1(/[C@@H](O)[C@@H](O)[C@@H](CC(/C(=O)[O-])=1)O)	shikimate // 3,4,5-trihydroxy-1-cyclohexene-1-carboxylate // shikimic acid // (3R,4S,5R)--3,4,5-trihydroxycyclohex-1-ene-1-carboxylate	SHIKIMATE	InChIKey=JXOHGGNKMLTUBP-HSUXUTPPSA-M
shikimate 3-phosphate	C7H8O8P1	C(=O)([O-])C1(\C[C@@H](O)[C@H](O)[C@H](OP(=O)([O-])[O-])/C=1)	shikimate 3-phosphate // shikimate 5-phosphate // shikimate-5-P // 3-phosphoshikimate // shikimate-3-P	SHIKIMATE-5P	InChIKey=QYOJSKGCWNAKGW-PBXRRBTRSA-K
shikonin	C16H16O5	CC(C)=CCC(C1(\C(C2(/C(/O)=C\C=C(C(\C(\C=1)=O)=2)\O))=O))O	shikonin	CPD-9322	InChIKey=NEZONWMXZKDMKF-UHFFFAOYSA-N
shinorine	C13H18N2O8	COC1(/C(\C[C@@](CO)(O)CC(\NCC([O-])=O)=1)=N/[C@H](C([O-])=O)CO)	shinorine	CPD-18778	InChIKey=WXEQFJUHQIGKNG-MZNRBSSJSA-L
shionone	C30H50O1	CC(C)=CCC[C@]1(C)(CC[C@]3([C@](C1)(CC[C@@]4(C)([C@@H]2(CCC([C@H](C)[C@](C)2CC[C@H]34)=O)))C)(C))	shionone	CPD-13877	InChIKey=HXPXUNQUXCHJLL-LZQQOHPBSA-N
shisonin	C36H36O18	C(O)[C@@H]6([C@H]([C@@H]([C@H]([C@H](OC1(\C2(/C=C(C(=[O+]C(\C=C(/C=1)\[O-])=2)C3(\C=C/C(/O)=C(/C=3)/O))/O[C@H]5([C@H](O)[C@H]([C@H](O)[C@@H](COC(=O)/C=C/C4(\C=C/C(/O)=C\C=4))O5)O))))O6)O)O)O)	shisonin	CPD-7714	InChIKey=YPXWWSJGANMFFQ-AQAMAIGXSA-N
showacene	C31H52	C=CC(C)(/C=C/C(C)CC/C=C(C)/CCC(C(C)=C)C)CC/C=C(C)/CCC=C(C)C	showacene // 3-methyl-1,2-didehydro-2,3-dihydrobotryococcene	CPD-14261	InChIKey=FJYZTSTYDFHWJY-PFRWBQKDSA-N
showdomycin	C9H11N1O6	C2(\C(NC(C(/[C@H]1([C@@H]([C@@H]([C@@H](CO)O1)O)O))=2)=O)=O)	showdomycin // 2-beta-D-ribofuranosylmaleimide // 3-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-pyrrole-2,5-dione	CPD-19916	InChIKey=FFLUMYXAPXARJP-JBBNEOJLSA-N
sibirene	C15H24	CC(C1(\CCC2(CCCC(C(/C=1)2)=C)C))C	sibirene	CPD-8731	InChIKey=ALUIZDJKPCNAGJ-UHFFFAOYSA-N
sibiromycin	C24H33N3O7	C/C=C/C1(\C[C@H]2([C@H](NC4(/C(/C(N(/C=1)2)=O)=C\C(\O[C@H]3([C@@H]([C@@](C)([C@H]([C@H](C)O3)NC)O)O))=C(C)/C(/O)=4))O))	sibiromycin	CPD-18442	InChIKey=RAGFPHFDFVNLCG-INYQBOQCSA-N
sideretin (oxidized form)	C10H6O6	C1(\C=C/C2(OC(=O)\C=C/C(\C=1)=2))	a coumarin // a 1,2-benzopyrone	CPD-21615	InChIKey=BPTIBZRRAXNWLZ-UHFFFAOYSA-N
sideretin (reduced form)	C10H8O6	C1(\C=C/C2(OC(=O)\C=C/C(\C=1)=2))	a coumarin // a 1,2-benzopyrone	CPD-21614	InChIKey=WMAQKVUYHVUULI-UHFFFAOYSA-N
silver nitrate			silver nitrate	CPD-13508	
silver sulfate<sub>(aq)</sub>			silver sulfate(aq) // Ag2SO4(aq)	AG2SO4	
simazine	C7H12N5Cl1	CCNC1(\N=C(NCC)/N=C(\N=1)/Cl)	s-triazine	CPD-9355	InChIKey=ODCWYMIRDDJXKW-UHFFFAOYSA-N
simvastatin acid	C25H39O6	CCC(C)(C)C(=O)O[C@H]2(C[C@@H](C)\C=C1(\C=C/[C@H](C)[C@H](CC[C@H](C[C@@H](O)CC([O-])=O)O)[C@H]12))	simvastatin acid // active simvastatin // mevinolinate	CPD66-18	InChIKey=XWLXKKNPFMNSFA-HGQWONQESA-M
simvastatin lactone	C25H38O5	CCC(C)(C)C(=O)O[C@H]3(C[C@@H](C)\C=C2(\C=C/[C@H](C)[C@H](CC[C@@H]1(C[C@@H](O)CC(=O)O1))[C@H]23))	simvastatin lactone // zocor // simvastatin predrug // inactive simvastatin	CPD66-17	InChIKey=RYMZZMVNJRMUDD-HGQWONQESA-N
sinalbin	C14H18N1O10S2	C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)SC(/CC2(\C=C/C(/O)=C\C=2))=N/OS(=O)([O-])=O)O)	sinalbin	CPD-20049	InChIKey=WWBNBPSEKLOHJU-RFEZBLSLSA-M
sinapaldehyde	C11H12O4	COC1(/C=C(/C=C/C=O)/C=C(C(\O)=1)/OC)	sinapaldehyde	SINAPALDEHYDE	InChIKey=CDICDSOGTRCHMG-ONEGZZNKSA-N
sinapaldehyde glucoside	C17H22O9	COC2(\C(\O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C=C(/C=2)/C=C/C=O)\OC)	sinapaldehyde glucoside // sinapyl aldehyde-4-O-beta-D-glucopyranoside	CPD-79	InChIKey=OYTCTPHTVUEGCL-GCPOEHJPSA-N
sinapate	C11H11O5	COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C([O-])=O)	sinapate // 3,5-dimethoxy-4-hydroxycinnamate // sinapinate // sinapinic acid // sinapic acid // 3,5-dimethoxy-4-hydroxycinnamic acid // 4-hydroxy-3,5-dimethoxycinnamate	SINAPATE	InChIKey=PCMORTLOPMLEFB-ONEGZZNKSA-M
sinapoyl-(S)-malate	C15H14O9	COC1(\C(\OC(=O)[C@@H](O)CC(=O)[O-])=C(C=C(/C=C/C(=O)[O-])/C=1)\OC)	sinapoyl-(S)-malate	SINAPOYL-S-MALATE	InChIKey=SVOZVFTXNDIEBH-NWALNABHSA-L
sinapoyl-CoA	C32H42N7O20P3S1	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(\O)=C(C=1)\OC)/OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	sinapoyl-CoA // sinapinoyl-CoA	SINAPOYL-COA	InChIKey=RBFUWESMWRUGFY-GSNIOFLCSA-J
sinapoyltartronate	C14H12O9	COC1(\C(\O)=C(C=C(/C=C/C(=O)OC(C(=O)[O-])C(=O)[O-])/C=1)\OC)	sinapoyltartronate // 2-sinapoyltartronate	SINAPOYLTARTRONATE	InChIKey=BILXTXFCLYPNMR-ONEGZZNKSA-L
sinapoyltyramine	C19H21N1O5	COC2(/C=C(/C=C/C(=O)NCCC1(\C=C/C(/O)=C\C=1))/C=C(C(\O)=2)/OC)	sinapoyltyramine	CPD-8942	InChIKey=IEDBNTAKVGBZEP-VMPITWQZSA-N
sinapyl alcohol	C11H14O4	COC1(/C=C(/C=C/CO)/C=C(C(\O)=1)/OC)	sinapyl alcohol	SINAPYL-ALCOHOL	InChIKey=LZFOPEXOUVTGJS-ONEGZZNKSA-N
sinefungin	C15H24N7O5	C3(\N=C1(C(/N=C\N1C2([C@@H]([C@@H]([C@H](O2)C[C@H](CC[C@@H](C(=O)[O-])[NH3+])[NH3+])O)O))=C(N)\N=3))	sinefungin	SINEFUNGIN	InChIKey=LMXOHSDXUQEUSF-PWAUXLQOSA-O
sinigrin	C10H16N1O9S2	C=C[R]C(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS([O-])(=O)=O	sinigrin // 2-propenyl-glucosinolate // allyl-glucosinolate	2-PROPENYL-GLUCOSINOLATE	InChIKey=PHZOWSSBXJXFOR-PTGZALFTSA-M
siroamide	C42H40N5O15	C[C@@]5(CC(=O)N)(C3(\N=C(\C=C1([C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])C(\N1)=C\C2(\C(/CC(=O)[O-])=C(CCC(=O)[O-])/C(/N=2)=C/C4(/NC(/C=3)=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))))[C@@H](CCC(=O)[O-])5))	a porphyrin	CPD-7907	InChIKey=YPXHREMQARDHRX-AHGFGAHVSA-G
sirodesmin PL	C20H26N2O8S2	C[C@@H]1([C@](C)(C)C(=O)[C@]3(O1)(C[C@H]4(N5(C(=O)[C@]2(CO)(N(C)C(=O)[C@](SS2)(C[C@@](O)([C@H](OC(C)=O)3)4)5)))))	sirodesmin PL	CPD-16655	InChIKey=KTAIGLOGMSQPCG-OQIMMBKLSA-N
siroheme	C42H36N4O16Fe1	C[C@]3(CC(=O)[O-])([C@H](CCC(=O)[O-])C7(\[N+]4(\[Fe-2]16([N+]5(\C(/C(\CCC([O-])=O)=C(CC(=O)[O-])\C(/C=C2([C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])C(\N12)=C\C/3=4))=5)=C/C8(/N6C(/C=7)=C(CC([O-])=O)/C(\CCC(=O)[O-])=8))))))	a porphyrin	SIROHEME	InChIKey=DLKSSIHHLYNIKN-QIISWYHFSA-D
siroheme amide	C42H38N5O15Fe1	C[C@]1(CC(=O)N)([C@H](CCC(=O)[O-])C5(\N2([Fe-2]47([N+]3(\C(/C(\CCC([O-])=O)=C(CC(=O)[O-])\C(/C=C1\2)=3)=C/C8(/N4C(/C=C6([C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(\C=5)=[N+]6/7))=C(CC([O-])=O)/C(\CCC(=O)[O-])=8))))))	a porphyrin	CPD-7903	InChIKey=IPAZYUXMTKSSNX-QIISWYHFSA-E
sirohydrochlorin	C42H38N4O16	C[C@@]1(CC(=O)[O-])(C3(\NC(/[C@@H](CCC(=O)[O-])1)=C/C2(/C(\CC(=O)[O-])=C(CCC(=O)[O-])\C(\N=2)=C\C5(\NC(/C=C4([C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])C(\C=3)=N4))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=5))))	sirohydrochlorin // Precorrin	SIROHYDROCHLORIN	InChIKey=KWIZRXMMFRBUML-AHGFGAHVSA-F
sisomicin	C19H42N5O7	C1([C@@H]([NH3+])C(O[R])[C@@H](O)C(O[R])[C@@H](N)1)	sisomicin // sisomycin	CPD-15230	InChIKey=URWAJWIAIPFPJE-RPMBBHDKSA-S
sisomicin 2''-phosphate	C19H41N5O10P1	C1([C@@H]([NH3+])C(O[R])[C@@H](O)C(O[R])[C@@H](N)1)	sisomicin 2''-phosphate // sisomycin 2''-phosphate	CPD-18052	InChIKey=OVOHVJVZOJPCOH-YLCAPIJQSA-Q
sitostanol	C29H52O1	CCC(C(C)C)CCC(C)C4(C3(C)(C(C2(C(C1(C)(C(CC(O)CC1)CC2))CC3))CC4))	sitostanol // stigmastanol // fucostanol // spinastanol // 24alpha-ethylcholestanol // stigmastan-3-ol	CPD-8481	InChIKey=LGJMUZUPVCAVPU-UHFFFAOYSA-N
sitosterol	C29H50O1	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	sitosterol // beta-sitosterol // quebrachol // cinchol // cupreol // rhamnol // 22,23-dihydrostigmasterol	CPD-4143	InChIKey=KZJWDPNRJALLNS-VJSFXXLFSA-N
skatole	C9H9N1	CC1(\C2(/C=C\C=C/C(/N\C=1)=2))	skatole // 3-methyl-1H-indole	SKATOLE	InChIKey=ZFRKQXVRDFCRJG-UHFFFAOYSA-N
