Object ID	SMILES
CPD-2483	C1(ONC(=O)[C@@H]([NH3+])1)
L-CYSTATHIONINE	[C@@H]([NH3+])([R])C(=O)[O-]
L-CYSTEATE	C([C@H]([NH3+])C(=O)[O-])S(=O)(=O)[O-]
CYS	C(S)[C@@H](C(=O)[O-])[NH3+]
CYS-GLY	C(C([O-])=O)NC([C@H](CS)[NH3+])=O
CYSTINE	C(C([NH3+])C(=O)[O-])SSCC([NH3+])C([O-])=O
L-DEHYDRO-ASCORBATE	C(O)C(O)[C-]1(C(=O)C(=O)C(=O)O1)
L-Digitoxopyranose	C[C@H]1([C@H](O)[C@H](O)CC(O)O1)
CPD-11914	C[C@H](O)[C@H](O)[C@H](O)CC=O
CPDQT-340	C([R])(=O)[O-]
CPD-17531	[C@@H]([NH3+])([R])C(=O)[O-]
CPD0-1557	C(=O)(O)C(N)CC1(\C=C/C\C=C/1)
CPD-11899	C[C@H]1([C@@](CO)(O)[C@@H](O)[C@@H](O)O1)
DITHIOTHREITOL	S[R]
CPD-3740	C(S[R])[C@H]([NH3+])C(=O)[O-]
L-DIHYDROXY-PHENYLALANINE	C([C@H](CC1(\C=C/C(/O)=C(\C=1)/O))[NH3+])(=O)[O-]
L-DOPACHROME	C([O-])(=O)[C@H]1(NC2(\C(/C1)=C/C(=O)C(=O)/C=2))
CPD-15411	[C@@H]([NH3+])([R])C(=O)[O-]
CPD-8855	C(=O)([O-])[C@H]([C@@H](C1(\C=C/C=C\C=1))O)[NH3+]
CPD-14226	C([R])(=O)[O-]
CPD-14202	C[C@H](O)[C@H](O)C1(\CNC2(NC(/N)=N/C(C(/N=1)=2)=O))
CPD-10819	C[C@@H]([C@H](O)C2(\N=C1(C(/N=C(N)\NC1=O)=N\C=2)))O
CPD-10747	C([R])(=O)[O-]
CPD-20046	C([R])(=O)[O-]
ERYTHRULOSE	C(O)[C@H](O)C(=O)CO
CPD-19136	C(C([C@@H](O)CO)=O)OP([O-])([O-])=O
CPD-19134	C(O)C(=O)[C@@H](O)COP([O-])(=O)[O-]
ETHIONINE	[C@@H]([NH3+])([R])C(=O)[O-]
CPD-20206	C3(SC(/C1(/SC2(/C=C(\C=C/C(/N=1)=2)/O)))=N/[C@H](C(=O)[O-])3)
CPD-20207	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]3(CSC(/C1(/SC2(\C(\N=1)=C/C=C(/C=2)/O)))=N/3))COP(=O)(OP(=O)(OC[C@@H]4([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O4)N5(C6(\N=C/N=C(C(\N=C/5)=6)/N))))[O-])[O-]
L-Fructofuranose	C(O)[C@H]1([C@H](O)[C@@H](O)C(CO)(O)O1)
L-Fructopyranose	C(O)[C@H]1([C@H](O)[C@@H](O)C(CO)(O)O1)
L-Fructose	C(O)[C@H]1([C@H](O)[C@@H](O)C(CO)(O)O1)
CPD-19828	O[R]
CPD-33	C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
CPD-17154	C1([R2])(C([R1])C(=O)OC([R3])1)
L-Fucopyranoses	C[C@@H]1(OC([C@H]([C@@H]([C@@H]1O)O)O)O)
L-fucoses	C[C@@H]([C@@H](O)[C@@H](O)[C@@H](C=O)O)O
L-FUCULOSE	C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
FUCULOSE-1P	C[C@@H]([C@H]([C@H](C(COP([O-])(=O)[O-])=O)O)O)O
CPD-330	C1([R2])(C([R1])C(=O)OC([R3])1)
CPD-17157	C(O)[C@H]1([C@@H](O)[C@@H](O)[C@H](O)C(=O)O1)
L-Galactopyranose	C(=O)[R]
CPD-14805	C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
CPD-14804	C(O)[C@@H]1(OC([C@H]([C@@H]([C@H]1O)O)O)=O)
CPD-3607	C(O)[C@@H]1(OC(O)[C@@H](O)[C@H](O)[C@@H](O)1)
GLT	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O
CPD-18649	C([R])(=O)[O-]
CPD-18648	C(NO)(CC[C@@H](C(=O)[O-])[NH3+])=O
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	C(C[C@H]([NH3+])C([O-])=O)C=O
GLN	[C@@H]([NH3+])([R])C([O-])=O
CPD-13219	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20354	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
L-GLYCERALDEHYDE	C(=O)[R]
L-GLYCERALDEHYDE-3-PHOSPHATE	C(OP(=O)([O-])[O-])[C@H](O)C=O
CPD-21358	C([C@@H]([C@H]1(OC(O)[C@H]([C@H]([C@@H]1O)O)O))O)O
L-GULONATE	C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]
L-GULONO-1-4-LACTONE	C1([R2])(C([R1])C(=O)OC([R3])1)
L-gulopyranose	C(O)[C@H]1([C@@H](O)[C@H](O)[C@H](O)C(O)O1)
L-Guluronate	C([R])(=O)[O-]
CPDQT-277	C([R])(=O)[O-]
HIS	[C@@H]([NH3+])([R])C([O-])=O
CPD0-918	C1(\N=C(C[C@@H](C(=O)NO)[NH3+])/C=N\1)
L-HISTIDINOL-P	C1(\N\C=N/C(\C[C@@H](COP([O-])(=O)[O-])[NH3+])=1)
CPD-21539	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20641	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
HOMOARGININE	C([R])(=O)[O-]
CPD-161	[C@@H]([NH3+])([R])C(=O)[O-]
L-HOMOCYSTEATE	C(=O)([O-])C([NH3+])CCS(=O)(=O)[O-]
HOMO-CYS	C(S)C[C@@H](C(=O)[O-])[NH3+]
CPD66-96	C(SCC[C@H]([NH3+])C(=O)[O-])C[C@H]([NH3+])C(=O)[O-]
CPD-20028	[C@@H]([NH3+])([R])C(=O)[O-]
HOMOMETHIONINE	C([R])(=O)[O-]
CPD-15322	[C@@H]([NH3+])([R])C(=O)[O-]
HOMO-SER	C(O)C[C@H]([NH3+])C([O-])=O
CPD-15554	C1([R2])(C([R1])C(=O)OC([R3])1)
CPD-17729	C([O-])(=O)[C@@H]([NH3+])CCC1(\C=C/C(/O)=C\C=1)
CPD0-1090	C([R])(=O)[O-]
CPD-369	O[R]
L-IDONATE	C(O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
L-idopyranuronate	C([R])(=O)[O-]
L-Iduronate	C([R])(=O)[O-]
CPD0-1690	C(N)(=[NH2+])CCCC[C@H]([NH3+])C(=O)[O-]
ISOGLUTAMINE	[C@@H]([NH3+])([R])C(=O)[O-]
ILE	CC[C@H](C)[C@H]([NH3+])C(=O)[O-]
CPD-20377	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20374	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20358	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20375	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20376	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20359	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20357	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20378	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20379	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
ISOWILLARDIINE	C([R])(=O)[O-]
CPD-14736	C(=O)([O-])[C@@H]([NH3+])CC(=O)C1(/C=C\C=C/C(/N)=1)
CPD-9549	CC1(OC(C(OC1=O)C)=O)
LEU	CC(C[C@H]([NH3+])C([O-])=O)C
CPD-21239	C([R])(=O)[O-]
CPD-17164	CC(C)C[C@H]([NH3+])C(=O)N[C@H](C(=O)N[C@H]1(\C=C/[C@@H](O[C@H](C(=O)[O-])1)N2(C(=O)/N=C(\C=C/2)/N)))C(C)CCN(C)C(N)=[NH2+]
CPD-17168	CC(C)C[C@H]([NH3+])C(=O)N[C@@H](CCN(C)C(N)=[NH2+])CC(=O)N[C@H]1(\C=C/[C@@H](O[C@H](C(=O)[O-])1)N2(C(=O)/N=C(\C=C/2)/N))
CPD-17169	CC(C)C[C@H]([NH3+])C(=O)N[C@@H](CCNC(N)=[NH2+])CC(=O)N[C@H]1(\C=C/[C@@H](O[C@H](C(=O)[O-])1)N2(C(=O)/N=C(\C=C/2)/N))
CPD-17165	CC(C)C[C@H]([NH3+])C(=O)N[C@H](C(=O)N[C@H]1(\C=C/[C@@H](O[C@H](C(=O)[O-])1)N2(C(=O)/N=C(\C=C/2)/N)))C(C)CCNC(N)=[NH2+]
CPD0-2555	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20380	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20381	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20382	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20383	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
L-LEUCYL-L-LEUCINE	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20385	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-19126	[C@@H]([NH3+])([R])C(=O)[O-]
LYS	[C@@H]([NH3+])([R])C([O-])=O
CPD-7684	C([R])(=O)[O-]
CPD0-1907	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD0-1198	C([O-])(=O)[C@H](O)[C@H](O)[C@@H](O)CO
CPD-15867	C1(OC(O)[C@H](O)[C@H](O)[C@@H](O)1)
CPD-16618	C(C(=O)[O-])[C@@H](O)C=O
CPD-15701	O[R]
CPD0-1197	C(=O)([O-])[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
L-Mannopyranose	C(O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
L-mannose	C(O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
CPD-5761	CC(=O)O[a monoterpenol]
CPD-11637	CSCCC([NH3+])C(=O)N
MET	[C@@H]([NH3+])([R])C([O-])=O
L-Methionine-sulfoxides	CS(=O)CC[C@H]([NH3+])C([O-])=O
CPD-3739	C([R])(=O)[O-]
CPD-8990	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
CPD-8989	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
CPD-9035	C([R])(=O)[O-]
CPD0-1908	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-13390	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD0-2651	[C@@H](C(N[C@H](C(N[C@H](C([O-])=O)[R3])=O)[R2])=O)([NH3+])[R1]
CPD0-2649	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD0-2650	[C@@H](C(N[C@H](C(N[C@H](C([O-])=O)[R3])=O)[R2])=O)([NH3+])[R1]
AMINO-ETCETERA-PYRIDIN-1-YL-PROPANOATE	[C@@H]([NH3+])([R])C(=O)[O-]
CPD-13969	C[C@@H]1(O[C@H](O)C[C@@](C)(O)[C@@H](O)1)
L-N2-2-CARBOXYETHYLARGININE	C(CC[C@H](NCCC(=O)[O-])C(=O)[O-])NC(N)=[NH2+]
N-METHYLARGININE	[C@@H]([NH3+])([R])C(=O)[O-]
CPD-463	C([R])(=O)[O-]
L-2-AMINOHEXANOATE	CCCC[C@H]([NH3+])C([O-])=O
L-2-AMINOPENTANOIC-ACID	[C@@H]([NH3+])([R])C(=O)[O-]
CPD0-1909	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-18512	CC1(C)([C@H](OC)[C@@H](O)[C@@H](O)C(O)O1)
CPD-13948	C[C@H]1([C@H](O)[C@@H](OC)CC(O)O1)
CPD-13825	C[C@H]3(C[C@@]1(CO1)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@H]2(C[C@H](OC)[C@@H](O)[C@H](C)O2))[C@H](C)[C@@H](O)3)
CPD-11912	C[C@H]1([C@H](O)[C@@H](O)CC(O)O1)
CPD-13826	C[C@H]3(C[C@@]1(CO1)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@H]2(C[C@H](O)[C@@H](O)[C@H](C)O2))[C@H](C)[C@@H](O)3)
L-ORNITHINE	[C@@H]([NH3+])([R])C(=O)[O-]
CPD-15381	CC1(COC([C@H]1O)=O)C
L-PENICILLAMINE	C([R])(=O)[O-]
CPDQT-256	C([R])(=O)[O-]
PHE	[C@@H]([NH3+])([R])C([O-])=O
CPD-20386	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
L-PHOSPHINOTHRICIN	CP(CC[C@H]([NH3+])C(=O)[O-])([O-])=O
L-PIPECOLATE	C1(CCC[C@@H](C([O-])=O)[NH2+]1)
PRO	[C@@H]([NH3+])([R])C([O-])=O
CPD-11621	C([R])(=O)[O-]
CPD-821	C([R])(=O)[O-]
CPD-11635	C2(C[NH2+]C(C(NC1(\C=C/C(/[N+](=O)[O-])=C\C=1))=O)C2)
CPD0-2182	C(ONCC(=O)O)[C@@H]1(CCCN1)
CPD-20356	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20355	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20360	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-3321	C[C@H]1([C@@H](\N=C/C1)C(=O)NCCCC[C@H]([NH3+])C([O-])=O)
CPD-8056	O[R]
QUINATE	C(=O)([O-])[C@@]1(O)(C[C@@H](O)[C@H](O)[C@H](O)C1)
CPD0-1114	O[R]
CPD0-1286	C[C@@H]([C@@H]([C@H]([C@H](COP([O-])(=O)[O-])O)O)O)O
L-RHAMNOFURANOSE	C[C@@H]([C@H]1([C@H]([C@@H](O)C(O1)O)O))O
L-RHAMNONATE	C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O
L-RHAMNONO-14-LACTONE	C[C@@H]([C@H]1([C@H]([C@@H](O)C(O1)=O)O))O
L-rhamnopyranose	C[C@H]1([C@@H]([C@H]([C@H](C(O1)O)O)O)O)
L-rhamnose	C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
CPD-16567	C[C@@H]1(OC(CO)(O)[C@H](O)[C@@H](O)1)
RHAMNULOSE	C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
RHAMNULOSE-1P	C[C@@H]([C@@H]([C@H](C(COP([O-])(=O)[O-])=O)O)O)O
CPD-12959	C[C@H]1([C@@H](O)CC[C@@H](O)O1)
CPD-6001	C([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)O))O
L-RIBULOSE	C(O)[C@H](O)[C@H](O)C(=O)CO
L-RIBULOSE-5-P	C(C(C(C(CO)=O)O)O)OP([O-])([O-])=O
SACCHAROPINE	C([R])(=O)[O-]
CPD-18661	C([R])(=O)[O-]
CPD-13717	C([Se]C[C@@H](C([O-])=O)[NH3+])C[C@H]([NH3+])C(=O)[O-]
L-SELENOCYSTEINE	[C@@H]([NH3+])([R])C(=O)[O-]
SELENOMETHIONINE	C([R])(=O)[O-]
SER	[C@@H]([NH3+])([R])C([O-])=O
CPD-673	C([R])(=O)[O-]
CPD-480	C([R])(=O)[O-]
CPD-12607	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20387	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20388	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-12810	O[R]
L-sorbofuranose	C(O)[C@@H]1(OC(O)(CO)[C@H]([C@@H]1O)O)
L-sorbofuranse-1-phosphate	[O-]P(=O)(O[R1])[O-]
CPD-9569	C(O)C1(O)([C@@H](O)[C@H](O)[C@@H](O)CO1)
L-sorbopyranose-1-phosphate	[O-]P(=O)(O[R1])[O-]
L-sorbose	C(O)C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO
L-SORBOSONE	C(=O)[R]
CPD-9055	C(O)C(O)C1(C(O)C(=O)C(O)O1)
CPD-9056	C(=O)C1(O)(C(O)C(O)C(O)CO1)
CPD-11895	C[C@H]1([C@@](C=O)(O)[C@@H](O)[C@@H](O)O1)
L-TAGATOSE-6-PHOSPHATE	C(OP(=O)([O-])[O-])[C@@H]1(O[C@@](O)(CO)[C@H](O)[C@H](O)1)
CPD-17461	C([R])(=O)[O-]
TARTRATE	C([C@@H]([C@H](C([O-])=O)O)O)([O-])=O
CPDQT-349	C([R])(=O)[O-]
CPD0-1572	C(=O)([O-])C1(CCCO1)
CPD0-1571	C1(SCNC(C(=O)[O-])1)
CPD-6995	O[R]
CPD-644	C(=O)([O-])[C@H]([C@H](C1(\C=C/C=C\C=1))O)[NH3+]
CPD-14225	C([R])(=O)[O-]
CPD-14203	C([R])C(O)C(O)C1(\CNC2(/N=C(N)\NC(C(/N=1)=2)=O))
CPD-10745	C([R])(=O)[O-]
CPD-15308	C1(\C(\[C@H](O)[C@@H](O)CO)=N/C2(C(=O)NC(/N)=N/C(\N=1)=2))
CPD-13613	O[R]
CPD-13061	C(=O)[C@H](O)[C@@H](O)C(=O)[O-]
L-THREONATE	C([C@@H]([C@H](C(=O)[O-])O)O)O
THR	[C@@H]([NH3+])([R])C([O-])=O
L-THREONINE-O-3-PHOSPHATE	C([R])(=O)[O-]
CPD0-1351	C([R])(=O)[O-]
CPD-11428	C(=O)([O-])[C@@H]([NH3+])CC2(\C=C/C(/OC1(\C=C/C(/O)=C\C=1))=C\C=2)
L-THYROXINE	C(=O)([O-])[C@@H]([NH3+])CC2(\C=C(C(\OC1(\C=C(C(\O)=C(/C=1)\I)\I))=C(\C=2)\I)\I)
CPD-11401	C([O-])(=O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC(=O)[C@@H](N)CC3(\C=C(C(\OC2(\C=C(C(\O)=C(/C=2)\I)\I))=C(\C=3)\I)\I))
CPD-11398	C(=O)([O-])[C@@H]([NH3+])CC3(\C=C(C(\OC2(\C=C(C(\OC1(O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)1))=C(/C=2)\I)\I))=C(\C=3)\I)\I)
CPDQT-404	C([R])(=O)[O-]
TRP	[C@@H]([NH3+])([R])C([O-])=O
CPD-584	C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)N)=1)=2))
CPD0-1480	C([R])(=O)[O-]
CPD-21526	C(=O)[R]
TYR	C([C@H](CC1(\C=C/C(/O)=C\C=1))[NH3+])(=O)[O-]
CPD-19544	C([R])(=O)[O-]
L-TYROSINE-METHYL-ESTER-4-SULFATE	COC(=O)[C@@H]([NH3+])CC1(\C=C/C(/OS(=O)(=O)[O-])=C\C=1)
L-TYROSINE-METHYL-ESTER	COC(=O)[C@@H]([NH3+])CC1(\C=C/C(/O)=C\C=1)
CPD0-1913	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20389	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-210	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
VAL	[C@@H]([NH3+])([R])C([O-])=O
CPD-16796	CC(C)[C@H]([NH3+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(NC(C(=O)[O-])CC(O)CP(=O)([O-])O)=O
CPD-20364	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-20390	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
3-URACIL-1-YL-L-SERINE	C([R])(=O)[O-]
CPD-13036	C(O)[C@H](O)[C@@H](O)C(=O)[C@H](O)CO
CPD-329	C([C@H](O)[C@H]1(OC(=O)C(O)C(=O)1))O
L-XYLONATE	C(=O)([O-])[C@@H](O)[C@H](O)[C@@H](O)CO
L-XYLONO-14-LACTONE	C1([R2])(C([R1])C(=O)OC([R3])1)
L-xylopyranose	C(=O)[R]
L-XYLOSE	C(=O)[R]
L-XYLULOSE	C(O)[C@H](O)[C@@H](O)C(=O)CO
CPD0-1115	[O-]P(=O)(O[R1])[O-]
L-XYLULOSE-5-P	C(O)C(=O)[C@H](O)[C@@H](O)COP(=O)([O-])[O-]
CPD0-2356	[La+3]
CPD-12746	CC(CCO)CCC1([C@](C)(O)CCC2([C@@](C)1CCC[C@](C)(C)2))
CPD-20449	C=CC(CC[C@H]2(C(/C)=C/C[C@@H]1([C@](C)(CCCC(C)(C)1)2)))=C
CPD-12203	C4(\C=C/C(/C3(C2(C(\O)=C(\C=C1(\C=C/C(=O)C(\C1=2)=C/C=3))\O)))=C\C=4)
CPD-9754	CC(C1(\C2(C(/C(C(\C=1)=O)(O)C)=C\C(\O)=C(C)/C=2)))C
Lactaldehydes	C(=O)[R]
Lactate	C([R])(=O)[O-]
CPD-15954	CC[C@@H]1([C@H](/C=C(C)/C=C/C(=O)[C@H](C)C[C@H](CC=O)[C@@H]([C@@H](C)[C@H](O)CC(=O)O1)O[C@@H]2(O[C@H](C)[C@@H](O)[C@H]([NH+](C)C)[C@@H](O)2))CO[C@@H]3(O[C@@H]([C@@H](O)[C@@H](O)[C@@H](OC)3)C))
CPD0-2460	O[R]
CPD-16472	CC(=O)N[C@H]4([C@H](O[C@@H]2([C@@H](O)[C@H](O[C@H]1([C@H](O)[C@@H](O)C(O)O[C@H](CO)1))O[C@H](CO)[C@H](O)2))O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)3))[C@H](O)4)
CPD-16473	CC(=O)N[C@H]4([C@H](O[C@@H]2([C@@H](O)[C@H](O[C@H]1([C@H](O)[C@@H](O)C(O)O[C@H](CO)1))O[C@H](CO)[C@H](O)2))O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)3))4)
LACTOBACILLIC_ACID	C([R])([O-])=O
CPD-15972	C(O)[C@@H]2([C@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1([C@@H](CO)OC(O)[C@H](O)[C@@H](O)1))O2)
CPD-15973	C(OP([O-])(=O)[O-])[C@H]2(O[C@@H](O[C@H]1([C@H](O)[C@@H](O)C(O)O[C@H](CO)1))[C@H](O)[C@@H](O)[C@@H](O)2)
Lactoyl-CoAs	CC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-7416	CC(/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)C[C@@H](O)\C=C(C)/1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@H]2(C(C)(C)C[C@@H](O)\C=C(C)/2)
CPD-3561	C(O)[C@H]2(O[C@@H](O[C@@H]1([C@@H](CO)O[C@](O)(CO)[C@@H](O)1))[C@H](O)[C@@H](O)[C@@H](O)2)
CPD-7606	CC(C([O-])=O)OP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-]
CPD-15632	COC3(\C=C/C(/C1(/OC2(/C=C(C(\O)=C(C(\C(=O)\C=1)=2)\O)/OC)))=C\C=3)
CPD-10787	C([R1])C(C[R2])=O
CPD-9439	[a polysaccharide]
CPD-10703	C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1([C@@H](O)C(O)O[C@H](CO)[C@@H](O)1))O2)
CPD-15300	C(/C=C1(C[C@@H](C([O-])=O)[NH2+]C(/C([O-])=O)=C/1))=[N+]2([C@@H](C([O-])=O)CC3(\C/2=C/C(/O)=C(\C=3)/O[C@@H]4(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)4)COC(=O)/C=C/C5(\C=C/C(/O)=C\C=5))))
CPD-15297	COC5(\C(\O)=C/C=C(/C=C/C(OC[C@H]4(O[C@@H](OC2(/C=C1(C[C@@H]([N+](/C/1=C/C(/O)=2)=C\C=C3(C[C@@H](C([O-])=O)[NH2+]C(/C([O-])=O)=C/3))C([O-])=O)))[C@H](O)[C@@H](O)[C@H](O)4))=O)/C=5)
CPD-22613	C[C@H]4(O[C@H](C[C@H](O)[C@H](O[C@H]3(C[C@H](O)[C@H](O[C@@H]2(O[C@H](C)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](OC(=O)C)C2))[C@@H](C)O3))4)O[C@@H]9(C[C@H]8(CC[C@@H]7([C@H](CC[C@@]6(C)([C@](O)(CC[C@H](C5(\COC(=O)\C=5))6)7))[C@](C)8CC9))))
CPD-22614	C[C@H]4(O[C@H](C[C@H](O)[C@H](O[C@H]3(C[C@H](O)[C@H](O[C@@H]2(O[C@H](C)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](OC(=O)C)C2))[C@@H](C)O3))4)O[C@@H]9(C[C@H]8(CC[C@@H]7([C@H](C[C@@H](O)[C@@]6(C)([C@](O)(CC[C@H](C5(\COC(=O)\C=5))6)7))[C@](C)8CC9))))
LANOSTEROL	CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](C)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
CPD-16016	CC34(CCC2(C(CCC1(CC(O)CCC(C)12))C(CCC([R])3)4))
CPD-3736	C(S[R])[C@H]([NH3+])C(=O)[O-]
CPD-16728	C1(C(C(=O)[O-])\N=C(C(=O)[O-])/CS1)
CPD-20973	COC3(\C(\O)=C/C=C(CC2(C(CO)C(C1(\C=C/C(/O)=C(/C=1)/OC))OC2))\C=3)
CPD-8605	C3([R3])(C(/[R2])=C([R1])/C(/C1(/OC2(/C(\[R10])=C([R9])\C(/[R8])=C([R7])/C(/C(=O)C(/[R6])=1)=2)))=C([R5])\C(/[R4])=3)
CPD-4186	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)C[C@@H](O)CC3)))CC4)))C
CPD-22137	CC34(CCC2(C(CCC1(CC(=O)CCC(C)12))C(CCC([R])3)4))
LATHYRINE	C1(\C=C(C[C@H]([NH3+])C(=O)[O-])/N=C(N)\N=1)
LATIA-LUCIFERIN	CC(/CCC1(\C(C)(C)CCCC(/C)=1))=C\OC=O
OXIDIZED-LATIA-LUCIFERIN	CC1(\CCCC(C)(C)C(/CCC(C)=O)=1)
CPD-21757	C[NH+]1(C(C2(\C(/CC1)=C/C(/O)=C(/C=2)/O))CC3(\C=C/C(/O)=C(\C=3)/O))
DODECANOATE	C([R])([O-])=O
LAUROYLCOA-CPD	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-10672	CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
CPD-20629	CCCCCCCCCCCC(=O)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC(CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(/C(\C)=C(C)\C=C/C(\C)=1))(C)C)O2)
CPD-22547	CC(C)=CCC(C(C)=C)CO
